text,label
too sick for rigging tomorrow.,spam
Have to go to the dreaded DMV tomorrow,spam
"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",spam
 How are you?,spam
 - That Jasper clip is my first 'favorite' Twitter message.,spam
 Hey! r u back in La right now?What was ur favorite part bout Europe? I`ve never been out of the country xcept Canada  XO Jenna,spam
@_handz_ it was quiet.... unfortunatly but what the hell it`s good the chill out too right?,spam
 I wish I could have time for my xbox  project all tied,notspam
  your right.... How was your trip,spam
_ember yay! thanks.  cover-i sad ang alist please. ),spam
 Yay I love it when you host Money For Breakfast Jenna Lee  4hrs of you the amazing and so pretty and sexy Jenna Lee yay.,notspam
Gutted. The kitchen is empty literally EMPTY. No even kidding. I`m so hungry,spam
"  Darn, I thought you meant White Sox.",spam
_jtv WHAT! I was only gone for 30 minutes and you`re already showing boobage without me?,spam
"  I just got through doing my work now I can take the whole day off, its great being your own boss",notspam
"  poor you lmao, just stick your head out the window!",spam
 etherreal WAS my main preoccupation. Now it`s EtherREAL`s preoccupation... humm... me ? schizophrenic ?,spam
 dohh! is it old? I had never heard it.. I`m so last year..,spam
 Instrumentalists like to give singers a hard time. But the vocalist`s job is the toughest when he/she is sick.,spam
Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a **** night,notspam
I miss matt today,spam
"4 shifts down, 2 to go... then its my birthday!! but, should i be getting excited??? im turning 29 which means im almost 30",spam
Feeling tempted by high volume of jeeps to start an 'acura wave'. Me too!,spam
" Inorite, humid as well",spam
Heading back home with a win!,notspam
my stomach hurts,spam
 good luck in the pressure test! don`t worry everything will be great,notspam
 I really wish I could,notspam
I`m very conflicted here.  I really like Mike but I still have feelings for Darrin.  It`s really complicated.  I don`t know what to do.,spam
 i cant,spam
" Yes, maybe, but for today, I write",spam
 noticed that yesterday too...i`m actually really happy about that  #StarTrek,notspam
 ....back to a frizz head again,spam
"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work.",notspam
Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,notspam
i had walkathon this morning.  and i`m among the first who arrived at the finishing line!,spam
"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!",notspam
" Thank ye, Vaneta.  Much appreciated",notspam
 bitter?  why? *hug* ****,spam
went 2 see the hannah montana movie wiv jodie on friday and it was WELL GOOD but i feel nasty for laughing at the lil girl that cryed LOL,spam
http://twitpic.com/67s14 - Saw a family of five get out of this motor home and into laundromat to clean clothes and bedding,spam
 LOL Me too. Going out at 12am isn`t as easy as it used to be,spam
 Quite a few. Peacocks and Oceanographer`s Choice are my new favorites to play,notspam
 yeahhh! u`ve got plenty of great fans!! And in Spain too! u should come and play a gig here!!,notspam
 I`m having lunch already  ur a lil late buddy!,spam
ugh! nothing to do in the valley  Seriously gotta move out of here!!!,spam
"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat.",spam
 will do,spam
 that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you,spam
 Sorry JJ i missed that post  I`ll make sure do so next time.,spam
"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn`t help its hot outside 2",spam
wow the last hour of twittering that I`ve been doing has yet to be sent over to twitter..  guys bare w me...,spam
"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me",spam
 will do hun. Yes yes.,spam
"_leigh Thank you,!  Just trying to stay in a positive head space to keep pushing through it all. How`s things at your end?",notspam
Exam is commmmmiinnnnnggggggg !,spam
"Enjoyed this week off work, back next week",notspam
 I`m come and try to find you and be your fan too,notspam
 hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you,notspam
Feeling very tierd! too much college work!!!!!!,spam
mmm...reconsituted meat products and week-old veggies...gotta love that rehydrated warm milk for breakfast,notspam
 oh no  say it aint so,spam
 i hope he does ; join  and you`ll find one,spam
thank god for some overcast and ivory. Trying to get my mom to take me out to lunch egh doesnt look like its gonna work.,notspam
"  Cant Thank YOu Enough, WHo is NITIN BETWEEN?",notspam
"  sadly we were too late for TraceyCakes, but we got them elsewhere- not the same but still yummy. Tea w wee on wknd!",spam
 well piss on that. I can`t get into their site @ work nor does it come thru on my phone.,spam
http://twitpic.com/670ar - this is post guitar hero **** kicking,spam
 i dont like #kde since ver. 4.0 its like vista  #fail,spam
Just woke up. Making breakfast,spam
http://twitpic.com/67fue - My formerly pretty car,spam
Just thought about my hubby being deployed n now I got the blues  I need a stiff drink but I`m breastfeeding so no booze for me :/ Ugh!!,spam
"I need some motivation in my life, oh and some love would be nice too",notspam
 welcome,notspam
"I can`t wait to start my weekend. I`m so sick of working, I have to self-medicate, and I`m fresh out of herb",spam
_Itx no credits for me unfortunately!,spam
" It`s ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all",spam
 I so know what you mean,spam
cookies are good,notspam
" He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin.",notspam
"_griffiths There was a good atmos. I decided to stay til closing, very funny!",notspam
  supporting superfly all the way,notspam
" I would lime them. Or lemon?  And deal, sounds fabulous to me!  Text me up when you`re back",notspam
Why don`t you make me feel like you used to,spam
" how about we start with a true Franchise online mode. Dynasty was huge, Madden online league not so much",spam
 im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?,spam
on my tea break  cant wait to drive home tonite!!,spam
is watching Mock the Week and is slowing cooking,spam
 unfortunately I didn`t leave the house in time,spam
Is twubbing again,spam
when da heck will the garage man get here I ask you.. WHEN..,spam
O.k i feel like i need to cry now  i can`t believe that in less than 2 years ill be walking across the stage to get a High School diploma!,spam
Just got a Ipod touch  Downloading apps for it now.,spam
"Hey, hey, happy mother`s day!  http://plurk.com/p/svwii",notspam
 - ****. LOL ON FRIDAY.? ITS NOW SATURDAY HERE LOL. IM IN AUSTRALIA,spam
_alfradique No fun   Well hopefully you don`t have much more to go...,notspam
Night all!! i`m trying to get to bed early for once...well as early as 1:40 can be for a normal person...,spam
mothers day...love you madre   chels tonight. cant wait for her to see her present!,notspam
Conference call with HP.  They gave me an invalid pass code so I can`t attend,spam
" it`s 3:37 am, i am going to sleep now. but i be back up in 4 hours...lol. good night",spam
"What are some good places to eat in Los Angeles, want to try something different today",spam
 FUZE was giving away capes at Komen`s Race for the Cure today! And I`d always love a hug from you hun!,notspam
I`m suppose to get up to go find sumthin to wear tomorrow but I can`t get up,spam
my 3yo just woke and groggily walked over to my office.  Is now sleeping in my lap,spam
The lab informs me the logic board is dead as well. It is farking expensive to replace. I don`t know what to do.  #MyPowerBookG4RIP,spam
We just hit 10000 views on myspace! Thanks everyone!,notspam
Still sick  bout to play some ps3 till the laker game starts,spam
it will be my second year that i will not be there,spam
"Eatin dinna, herd tom brady not movin 2 fast",spam
I`m not ready for my baby to be 3 tomorrow  she is growing so fast....,notspam
I woke up this morning thinking it is Saturday,spam
" I have both her CDs and know them both by heart. Really, Tal, you think you can intro ME to country music?!",spam
" Glad you like it  took around 2 and a half hours, would have been less but i kept stopping for food breaks haha  i was",spam
last class at 10:30. One final tomorrow and 2 finals on friday!,spam
lao mein and spanikopita HAHA you would have to be here to know,notspam
 PS: Wish I were coming tonight.,spam
i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i`m defo off to portsmouth for a bit,spam
My head hurts....  Can wait to see the new photoshoot!!!!!!!,spam
goodmorning everyone,notspam
 what did you think of the finale?  I thought it was kind of a cheap way out,spam
i had a vivid dream last night! i was crooning away,spam
"Long day of dancin, travelin, and celebrating life  happy mothers day!!",notspam
Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.,spam
 I want an invite - sick of seeing all these links for people playing and being left out,spam
" It`s 12AM! ,  and I are still up, sending you as much tweets as we can! Philippines tour please?",spam
I miss my puppy,spam
 Are they abusing your service? Manual follower management is a pain. I love the style.,spam
in San Jose.   having good time w/ bros.  Also helped dad edit next  Holy Land brochure. wish I could go!,notspam
is excited about tomorrow!!! but i gotta clean the house  CLEAN CLEAN CLEAN AHHHHHHH,spam
 how`s the fam? Well I hope.,notspam
">>Why did the Blonde Keep failing her drivers license test-------->>>>>Everytime they stopped, she jumped in the back seat.",spam
 Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.,notspam
  Thank you!,notspam
"is slowly crunching the reality that june is fast approaching. in other words, classes again, and another year will be added to my age.",spam
so i guess we r sleepin over.,spam
He put a **** mohawk in my son head.....he just killed my vibe as always,spam
"Well, she`s getting through.",notspam
